Ads,Age,Gender,Day,Reach,Impressions,Frequency,Currency,"Amount spent (USD)","Attribution setting","Clicks (all)","CPC (all)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","CPM (cost per 1,000 impressions)","Page engagement","Follows or likes","Post comments","Post engagements","Post reactions","Post shares","Cost per Page engagement","Cost per follow or like","Cost per post engagement","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Link clicks","CTR (link click-through rate)","CPC (cost per link click)","Adds to cart","Cost per add to cart","Adds to wishlist","Cost per add to wishlist","Content views","Cost per content view","Content views conversion value",Purchases,"Cost per purchase","Purchases conversion value","Reporting starts","Reporting ends"
"All Products Collection - CP",35-44,male,2024-05-03,3,6,2,USD,0.05,"7-day click",,,,6,8.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,unknown,2024-05-03,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,female,2024-05-03,56,88,1.57142857,USD,1.15,"7-day click",,,,88,13.06818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,male,2024-05-03,12,13,1.08333333,USD,0.22,"7-day click",,,,13,16.92307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,female,2024-05-03,62,84,1.35483871,USD,1.46,"7-day click",3,0.48666667,3.57142857,85,17.38095238,2,,,2,,,0.73,,0.73,,,,,,,,2,2.38095238,0.73,,,,,1,1.46,39.99,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,male,2024-05-03,32,42,1.3125,USD,0.62,"7-day click",,,,42,14.76190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,female,2024-05-03,81,115,1.41975309,USD,3.5,"7-day click",5,0.7,4.34782609,116,30.43478261,3,,,3,1,,1.16666667,,1.16666667,,,,,,,,2,1.73913043,1.75,,,,,1,3.5,39.99,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,male,2024-05-03,33,48,1.45454545,USD,1.51,"7-day click",2,0.755,4.16666667,48,31.45833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,unknown,2024-05-03,1,5,5,USD,0.09,"7-day click",,,,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",18-24,female,2024-05-03,20,20,1,USD,1.11953194,"7-day click",,,,20,55.97659714,11,,,11,,,0.10177563,,0.10177563,11,2,,,,,0.10177563,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",18-24,male,2024-05-03,18,18,1,USD,0.53977433,"7-day click",,,,18,29.98746275,6,,,6,,,0.08996239,,0.08996239,6,2,,,,,0.08996239,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,female,2024-05-03,52,68,1.30769231,USD,2.85880478,"7-day click",2,1.42940239,2.94117647,68,42.0412468,28,,,28,,,0.10210017,,0.10210017,27,7,5,3,3,3,0.10588166,1,1.47058824,2.85880478,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,male,2024-05-03,74,82,1.10810811,USD,3.75842866,"7-day click",2,1.87921433,2.43902439,83,45.83449591,31,,,31,,,0.12123963,,0.12123963,29,5,,,,,0.12960099,1,1.2195122,3.75842866,1,3.75842866,,,2,1.87921433,79.98,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,unknown,2024-05-03,4,4,1,USD,0.24989552,"7-day click",1,0.24989552,25,4,62.47388073,3,,,3,,,0.08329851,,0.08329851,2,1,,,,,0.12494776,1,25,0.24989552,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,female,2024-05-03,98,113,1.15306122,USD,4.16825732,"7-day click",6,0.69470955,5.30973451,113,36.88723294,30,,,30,,1,0.13894191,,0.13894191,25,8,6,4,4,4,0.16673029,4,3.53982301,1.04206433,,,,,,,,1,4.16825732,73.49,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,male,2024-05-03,206,240,1.16504854,USD,7.43689076,"7-day click",3,2.47896359,1.25,241,30.98704484,34,,,34,,,0.21873208,,0.21873208,31,5,2,1,1,1,0.2398997,3,1.25,2.47896359,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,unknown,2024-05-03,10,30,3,USD,0.37984119,"7-day click",1,0.37984119,3.33333333,30,12.66137316,23,,,23,,,0.01651483,,0.01651483,22,4,,,,,0.01726551,1,3.33333333,0.37984119,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,female,2024-05-03,348,399,1.14655172,USD,19.26194691,"7-day click",6,3.21032448,1.5037594,399,48.27555616,91,,,91,2,,0.21166975,,0.21166975,86,22,12,9,5,4,0.22397613,3,0.7518797,6.42064897,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,male,2024-05-03,919,1020,1.10990207,USD,40.63301203,"7-day click",9,4.51477911,0.88235294,1022,39.8362863,191,,,191,3,1,0.21273828,,0.21273828,184,40,21,13,8,7,0.22083159,3,0.29411765,13.54433734,4,10.15825301,,,2,20.31650601,69.98,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,unknown,2024-05-03,19,19,1,USD,0.31986627,"7-day click",2,0.15993313,10.52631579,19,16.83506681,4,,,4,,,0.07996657,,0.07996657,4,2,1,,,,0.07996657,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,female,2024-05-03,1073,1279,1.19198509,USD,82.79538466,"7-day click",40,2.06988462,3.12744332,1283,64.73446807,341,,,341,5,,0.24280171,,0.24280171,314,77,47,27,21,20,0.26367957,21,1.64190774,3.94263736,1,82.79538466,,,2,41.39769233,79.98,1,82.79538466,179.94,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,male,2024-05-03,2075,2446,1.17879518,USD,116.19142234,"7-day click",53,2.19229099,2.16680294,2453,47.50262565,497,,2,497,3,,0.23378556,,0.23378556,457,81,40,21,17,16,0.25424819,34,1.39002453,3.41739477,2,58.09571117,,,,,,2,58.09571117,79.98,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,unknown,2024-05-03,26,26,1,USD,1.40941075,"7-day click",,,,26,54.20810574,6,,,6,,,0.23490179,,0.23490179,6,2,1,,,,0.23490179,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,female,2024-05-03,1947,2190,1.1248074,USD,149.17763137,"7-day click",101,1.47700625,4.61187215,2195,68.11763989,664,,,664,8,2,0.22466511,,0.22466511,591,121,73,39,29,28,0.25241562,61,2.78538813,2.44553494,3,49.72587712,,,3,49.72587712,109.97,2,74.58881568,219.93,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,male,2024-05-03,2005,2265,1.12967581,USD,117.57084563,"7-day click",60,1.95951409,2.64900662,2269,51.90765811,567,,,567,6,1,0.20735599,,0.20735599,525,101,51,25,16,16,0.22394447,34,1.50110375,3.45796605,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,unknown,2024-05-03,32,39,1.21875,USD,2.25905553,"7-day click",1,2.25905553,2.56410256,41,57.9245007,10,,,10,1,,0.22590555,,0.22590555,9,1,1,,,,0.25100617,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",Unknown,unknown,2024-05-03,,,,USD,,"7-day click",,,,,,,,,,,,,,,,,,,,,,,,,4,,,,7,,209.93,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",18-24,female,2024-05-03,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",18-24,male,2024-05-03,1,1,1,USD,0.02,"7-day click",,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",25-34,female,2024-05-03,3,3,1,USD,0.03,"7-day click",,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",35-44,female,2024-05-03,15,18,1.2,USD,0.23,"7-day click",,,,18,12.77777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",35-44,male,2024-05-03,3,3,1,USD,0.04,"7-day click",,,,3,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",45-54,female,2024-05-03,39,43,1.1025641,USD,0.55,"7-day click",1,0.55,2.3255814,43,12.79069767,1,,,1,,,0.55,,0.55,,,,,,,,1,2.3255814,0.55,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",45-54,male,2024-05-03,8,9,1.125,USD,0.1,"7-day click",,,,9,11.11111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",55-64,female,2024-05-03,67,84,1.25373134,USD,2.38,"7-day click",2,1.19,2.38095238,84,28.33333333,1,,,1,,,2.38,,2.38,,,,,,,,1,1.19047619,2.38,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",55-64,male,2024-05-03,21,26,1.23809524,USD,0.64,"7-day click",,,,26,24.61538462,1,,,1,,,0.64,,0.64,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",65+,female,2024-05-03,92,115,1.25,USD,4.17,"7-day click",1,4.17,0.86956522,116,36.26086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 2; Benefits 2 - Copy;",65+,male,2024-05-03,38,50,1.31578947,USD,1.1,"7-day click",1,1.1,2,50,22,1,,,1,,,1.1,,1.1,,,,,,,,1,2,1.1,1,1.1,,,1,1.1,29.99,1,1.1,29.99,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",18-24,female,2024-05-03,2,2,1,USD,0.15,"7-day click",,,,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",18-24,male,2024-05-03,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",25-34,female,2024-05-03,3,3,1,USD,0.03,"7-day click",,,,3,10,2,,,2,,,0.015,,0.015,2,,,,,,0.015,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",25-34,male,2024-05-03,5,5,1,USD,0.4,"7-day click",,,,5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",25-34,unknown,2024-05-03,1,1,1,USD,0.47,"7-day click",,,,1,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",35-44,female,2024-05-03,16,19,1.1875,USD,0.54,"7-day click",2,0.27,10.52631579,19,28.42105263,5,,,5,,,0.108,,0.108,3,1,1,1,,,0.18,2,10.52631579,0.27,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",35-44,male,2024-05-03,14,17,1.21428571,USD,0.46,"7-day click",,,,17,27.05882353,1,,,1,,,0.46,,0.46,1,,,,,,0.46,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",35-44,unknown,2024-05-03,1,1,1,USD,0.01,"7-day click",,,,1,10,1,,,1,,,0.01,,0.01,1,,,,,,0.01,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,female,2024-05-03,21,23,1.0952381,USD,1.21,"7-day click",,,,23,52.60869565,5,,,5,,,0.242,,0.242,5,,,,,,0.242,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,male,2024-05-03,40,47,1.175,USD,0.8,"7-day click",,,,47,17.0212766,8,,,8,,,0.1,,0.1,8,1,1,,,,0.1,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,unknown,2024-05-03,2,2,1,USD,0.89,"7-day click",,,,2,445,1,,,1,,,0.89,,0.89,1,,,,,,0.89,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,female,2024-05-03,83,107,1.28915663,USD,4.4,"7-day click",1,4.4,0.93457944,107,41.12149533,25,,,25,,,0.176,,0.176,25,3,1,1,1,,0.176,,,,,,,,1,4.4,39.99,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,male,2024-05-03,125,156,1.248,USD,4.49,"7-day click",1,4.49,0.64102564,157,28.78205128,35,,,35,,,0.12828571,,0.12828571,34,5,2,1,1,1,0.13205882,1,0.64102564,4.49,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,unknown,2024-05-03,2,2,1,USD,0.09,"7-day click",,,,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,female,2024-05-03,162,179,1.10493827,USD,11.7,"7-day click",11,1.06363636,6.1452514,179,65.36312849,58,,1,58,2,,0.20172414,,0.20172414,49,12,6,3,2,2,0.23877551,6,3.35195531,1.95,,,,,1,11.7,29.99,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,male,2024-05-03,142,183,1.28873239,USD,8.02,"7-day click",4,2.005,2.18579235,183,43.82513661,53,,,53,,,0.15132075,,0.15132075,50,3,,,,,0.1604,3,1.63934426,2.67333333,,,,,2,4.01,59.98,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,unknown,2024-05-03,6,6,1,USD,0.17,"7-day click",1,0.17,16.66666667,7,28.33333333,2,,,2,,,0.085,,0.085,2,,,,,,0.085,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",18-24,male,2024-05-03,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",25-34,male,2024-05-03,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",35-44,female,2024-05-03,3,3,1,USD,0.09,"7-day click",,,,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",35-44,male,2024-05-03,5,5,1,USD,0.04,"7-day click",,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",45-54,female,2024-05-03,10,11,1.1,USD,0.27,"7-day click",,,,12,24.54545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",45-54,male,2024-05-03,15,18,1.2,USD,0.52,"7-day click",1,0.52,5.55555556,18,28.88888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,female,2024-05-03,34,39,1.14705882,USD,0.82,"7-day click",,,,39,21.02564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,male,2024-05-03,27,38,1.40740741,USD,0.42,"7-day click",,,,38,11.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,female,2024-05-03,47,56,1.19148936,USD,1.6,"7-day click",1,1.6,1.78571429,57,28.57142857,2,,,2,1,,0.8,,0.8,,,,,,,,1,1.78571429,1.6,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,male,2024-05-03,28,38,1.35714286,USD,0.94,"7-day click",3,0.31333333,7.89473684,38,24.73684211,2,,,2,,,0.47,,0.47,,,,,,,,2,5.26315789,0.47,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,unknown,2024-05-03,1,1,1,USD,0.03,"7-day click",,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",18-24,female,2024-05-03,18,20,1.11111111,USD,0.36991534,"7-day click",,,,21,18.49576724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",18-24,male,2024-05-03,4,5,1.25,USD,0.09997712,"7-day click",,,,5,19.99542404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,female,2024-05-03,116,133,1.14655172,USD,1.23971629,"7-day click",,,,133,9.32117512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,male,2024-05-03,34,42,1.23529412,USD,0.54987416,"7-day click",,,,42,13.09224193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,unknown,2024-05-03,,1,,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,female,2024-05-03,532,572,1.07518797,USD,5.66870272,"7-day click",14,0.40490734,2.44755245,574,9.91031943,4,,,4,,,1.41717568,,1.41717568,,,,,,,,4,0.6993007,1.41717568,,,,,,,,1,5.66870272,89.96,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,male,2024-05-03,118,156,1.3220339,USD,1.47966138,"7-day click",2,0.73983069,1.28205128,157,9.48500884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,unknown,2024-05-03,11,11,1,USD,0.10997483,"7-day click",,,,11,9.99771202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,female,2024-05-03,986,1215,1.23225152,USD,15.22651541,"7-day click",34,0.44783869,2.79835391,1221,12.53211145,10,,,10,1,,1.52265154,,1.52265154,,,,,,,,9,0.74074074,1.69183505,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,male,2024-05-03,226,266,1.17699115,USD,4.50896812,"7-day click",3,1.50298937,1.12781955,268,16.95100797,3,,,3,,,1.50298937,,1.50298937,,,,,,,,3,1.12781955,1.50298937,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,unknown,2024-05-03,2,5,2.5,USD,0.3299245,"7-day click",,,,5,65.98489933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,female,2024-05-03,1116,1323,1.18548387,USD,28.32351815,"7-day click",44,0.64371632,3.32577475,1332,21.40855491,15,,1,15,1,1,1.88823454,,1.88823454,,,,,,,,12,0.90702948,2.36029318,,,,,1,28.32351815,39.99,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,male,2024-05-03,258,297,1.15116279,USD,5.13882398,"7-day click",3,1.71294133,1.01010101,299,17.30243764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,unknown,2024-05-03,9,9,1,USD,0.26993822,"7-day click",,,,9,29.99313606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,female,2024-05-03,1294,1630,1.25965997,USD,54.37755567,"7-day click",58,0.93754406,3.55828221,1651,33.3604636,21,,,21,2,,2.58940741,,2.58940741,,,,,,,,19,1.16564417,2.86197661,1,54.37755567,,,1,54.37755567,39.99,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,male,2024-05-03,322,437,1.35714286,USD,13.03701647,"7-day click",7,1.86243092,1.60183066,438,29.83298964,7,,1,7,1,,1.86243092,,1.86243092,,,,,,,,5,1.14416476,2.60740329,,,,,,,,1,13.03701647,107.95,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,unknown,2024-05-03,8,11,1.375,USD,0.35991763,"7-day click",,,,12,32.71978479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",25-34,female,2024-05-02,19,24,1.26315789,USD,0.24,"7-day click",,,,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",25-34,male,2024-05-02,9,11,1.22222222,USD,0.1,"7-day click",,,,13,9.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",35-44,female,2024-05-02,62,81,1.30645161,USD,1,"7-day click",2,0.5,2.4691358,82,12.34567901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",35-44,male,2024-05-02,15,23,1.53333333,USD,0.34,"7-day click",,,,23,14.7826087,1,,,1,1,,0.34,,0.34,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",45-54,female,2024-05-02,141,200,1.41843972,USD,3.58,"7-day click",4,0.895,2,200,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",45-54,male,2024-05-02,42,56,1.33333333,USD,1.19,"7-day click",1,1.19,1.78571429,56,21.25,1,,,1,,,1.19,,1.19,,,,,,,,1,1.78571429,1.19,,,,,1,1.19,29.99,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",45-54,unknown,2024-05-02,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",55-64,female,2024-05-02,155,191,1.23225806,USD,5,"7-day click",2,2.5,1.04712042,191,26.17801047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",55-64,male,2024-05-02,67,86,1.28358209,USD,2.31,"7-day click",,,,86,26.86046512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",55-64,unknown,2024-05-02,1,1,1,USD,0.03,"7-day click",,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",65+,female,2024-05-02,170,247,1.45294118,USD,8.3,"7-day click",5,1.66,2.0242915,250,33.60323887,4,,,4,,,2.075,,2.075,,,,,,,,4,1.6194332,2.075,,,,,3,2.76666667,89.97,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",65+,male,2024-05-02,69,96,1.39130435,USD,2.85,"7-day click",1,2.85,1.04166667,98,29.6875,1,,,1,,,2.85,,2.85,,,,,,,,1,1.04166667,2.85,,,,,3,0.95,89.97,,,,2024-04-01,2024-06-30
"Nattokinase Listing - Static - PDP",65+,unknown,2024-05-02,2,3,1.5,USD,,"7-day click",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",18-24,male,2024-05-02,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",25-34,female,2024-05-02,2,4,2,USD,0.02,"7-day click",,,,4,5,2,,,2,,,0.01,,0.01,2,2,2,2,2,2,0.01,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",25-34,male,2024-05-02,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",35-44,female,2024-05-02,7,10,1.42857143,USD,0.12,"7-day click",,,,10,12,1,,,1,,,0.12,,0.12,1,3,,,,,0.12,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",35-44,male,2024-05-02,3,4,1.33333333,USD,0.03,"7-day click",,,,4,7.5,1,,,1,,,0.03,,0.03,1,1,1,1,1,1,0.03,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",45-54,female,2024-05-02,12,15,1.25,USD,0.13,"7-day click",,,,15,8.66666667,4,,,4,,,0.0325,,0.0325,4,4,2,1,,,0.0325,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",45-54,male,2024-05-02,3,6,2,USD,0.09,"7-day click",,,,6,15,1,,,1,,,0.09,,0.09,1,1,1,1,1,1,0.09,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",55-64,female,2024-05-02,22,26,1.18181818,USD,0.43,"7-day click",,,,26,16.53846154,5,,,5,,,0.086,,0.086,5,9,4,3,3,3,0.086,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",55-64,male,2024-05-02,7,8,1.14285714,USD,0.28,"7-day click",1,0.28,12.5,8,35,3,,,3,,,0.09333333,,0.09333333,3,3,2,1,,,0.09333333,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",65+,female,2024-05-02,23,27,1.17391304,USD,1.16,"7-day click",,,,27,42.96296296,10,,,10,,,0.116,,0.116,10,12,9,6,6,6,0.116,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Nattokinase Animation - Vid - PDP",65+,male,2024-05-02,13,17,1.30769231,USD,0.35,"7-day click",,,,17,20.58823529,3,,,3,,,0.11666667,,0.11666667,3,5,3,2,,,0.11666667,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",18-24,female,2024-05-02,2,3,1.5,USD,0.01999585,"7-day click",,,,3,6.66528282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",18-24,male,2024-05-02,10,13,1.3,USD,0.09997924,"7-day click",,,,13,7.69071095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
