Ads,Age,Gender,Day,Reach,Impressions,Frequency,Currency,"Amount spent (USD)","Attribution setting","Clicks (all)","CPC (all)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","CPM (cost per 1,000 impressions)","Page engagement","Follows or likes","Post comments","Post engagements","Post reactions","Post shares","Cost per Page engagement","Cost per follow or like","Cost per post engagement","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Link clicks","CTR (link click-through rate)","CPC (cost per link click)","Adds to cart","Cost per add to cart","Adds to wishlist","Cost per add to wishlist","Content views","Cost per content view","Content views conversion value",Purchases,"Cost per purchase","Purchases conversion value","Reporting starts","Reporting ends"
"lifestyle 2 - Copy",25-34,female,2024-05-02,30,36,1.2,USD,0.75984224,"7-day click",2,0.37992112,5.55555556,36,21.10672894,1,,,1,,,0.75984224,,0.75984224,,,,,,,,1,2.77777778,0.75984224,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",25-34,male,2024-05-02,36,45,1.25,USD,0.96979865,"7-day click",2,0.48489933,4.44444444,45,21.55108113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",35-44,female,2024-05-02,78,83,1.06410256,USD,1.73963882,"7-day click",1,1.73963882,1.20481928,83,20.95950382,,,,,,,,,,,,,,,,,,,,,,,,1,1.73963882,39.99,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",35-44,male,2024-05-02,154,158,1.02597403,USD,2.49948106,"7-day click",1,2.49948106,0.63291139,159,15.81950037,1,,,1,,1,2.49948106,,2.49948106,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",35-44,unknown,2024-05-02,2,4,2,USD,0.04998962,"7-day click",,,,4,12.49740529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",45-54,female,2024-05-02,246,254,1.03252033,USD,4.70902231,"7-day click",11,0.42809294,4.33070866,254,18.53945793,5,,,5,,,0.94180446,,0.94180446,,,,,,,,4,1.57480315,1.17725558,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",45-54,male,2024-05-02,779,890,1.14249037,USD,14.43700259,"7-day click",30,0.48123342,3.37078652,893,16.22135123,14,,1,14,4,,1.03121447,,1.03121447,,,,,,,,9,1.01123596,1.6041114,,,,,1,14.43700259,39.99,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",45-54,unknown,2024-05-02,10,12,1.2,USD,0.62986923,"7-day click",,,,12,52.48910223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",55-64,female,2024-05-02,556,676,1.21582734,USD,15.74673067,"7-day click",27,0.58321225,3.99408284,678,23.29398028,8,,,8,,1,1.96834133,,1.96834133,,,,,,,,6,0.88757396,2.62445511,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",55-64,male,2024-05-02,1737,1945,1.11974669,USD,36.67238609,"7-day click",49,0.74841604,2.51928021,1949,18.85469722,20,,,20,6,,1.8336193,,1.8336193,,,,,,,,14,0.71979434,2.61945615,,,,,1,36.67238609,39.99,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",55-64,unknown,2024-05-02,18,18,1,USD,0.26994395,"7-day click",,,,18,14.99688635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",65+,female,2024-05-02,1299,1511,1.16320246,USD,41.30142501,"7-day click",99,0.41718611,6.55195235,1516,27.33383522,50,,,50,4,1,0.8260285,,0.8260285,,,,,,,,41,2.71343481,1.00735183,,,,,2,20.65071251,79.98,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",65+,male,2024-05-02,2326,2646,1.13757524,USD,71.26520394,"7-day click",92,0.77462178,3.47694633,2651,26.93318365,59,,,59,5,1,1.20788481,,1.20788481,,,,,,,,52,1.96523054,1.37048469,,,,,,,,,,,2024-04-01,2024-06-30
"lifestyle 2 - Copy",65+,unknown,2024-05-02,28,30,1.07142857,USD,1.48969071,"7-day click",1,1.48969071,3.33333333,30,49.65635703,1,,,1,,,1.48969071,,1.48969071,,,,,,,,1,3.33333333,1.48969071,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",25-34,female,2024-05-02,2,3,1.5,USD,0.04,"7-day click",,,,3,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",25-34,male,2024-05-02,2,2,1,USD,0.02,"7-day click",,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",35-44,female,2024-05-02,8,11,1.375,USD,0.21,"7-day click",,,,11,19.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",35-44,male,2024-05-02,4,4,1,USD,0.08,"7-day click",,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",45-54,female,2024-05-02,17,23,1.35294118,USD,0.48,"7-day click",,,,23,20.86956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",45-54,male,2024-05-02,6,7,1.16666667,USD,0.18,"7-day click",,,,7,25.71428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",55-64,female,2024-05-02,23,26,1.13043478,USD,0.63,"7-day click",,,,26,24.23076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",55-64,male,2024-05-02,7,8,1.14285714,USD,0.06,"7-day click",,,,8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",65+,female,2024-05-02,16,20,1.25,USD,0.35,"7-day click",1,0.35,5,20,17.5,1,,,1,,,0.35,,0.35,,,,,,,,1,5,0.35,,,,,1,0.35,29.99,,,,2024-04-01,2024-06-30
"Collage Carousel - Static;...and 1 more ad",65+,male,2024-05-02,6,6,1,USD,0.04,"7-day click",,,,6,6.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",18-24,female,2024-05-02,11,12,1.09090909,USD,0.34910383,"7-day click",,,,12,29.09198566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",18-24,male,2024-05-02,10,15,1.5,USD,0.32915504,"7-day click",1,0.32915504,6.66666667,15,21.94366918,1,,,1,,,0.32915504,,0.32915504,,,,,,,,1,6.66666667,0.32915504,,,,,1,0.32915504,32.77,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",18-24,unknown,2024-05-02,1,1,1,USD,0.0099744,"7-day click",,,,1,9.97439508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",25-34,female,2024-05-02,57,92,1.61403509,USD,1.89513507,"7-day click",2,0.94756753,2.17391304,92,20.59929419,1,,,1,,,1.89513507,,1.89513507,,,,,,,,1,1.08695652,1.89513507,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",25-34,male,2024-05-02,36,45,1.25,USD,1.10715785,"7-day click",1,1.10715785,2.22222222,45,24.60350787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",35-44,female,2024-05-02,264,471,1.78409091,USD,9.14652029,"7-day click",3,3.0488401,0.63694268,474,19.41936368,1,,,1,,,9.14652029,,9.14652029,,,,,,,,1,0.21231423,9.14652029,,,,,2,4.57326015,59.98,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",35-44,male,2024-05-02,108,194,1.7962963,USD,3.20178082,"7-day click",1,3.20178082,0.51546392,195,16.50402486,2,,,2,2,,1.60089041,,1.60089041,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",35-44,unknown,2024-05-02,3,6,2,USD,0.01994879,"7-day click",,,,6,3.32479836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",45-54,female,2024-05-02,557,963,1.72890485,USD,23.46975163,"7-day click",8,2.93371895,0.83073728,970,24.37149702,5,,,5,,,4.69395033,,4.69395033,,,,,,,,5,0.5192108,4.69395033,1,23.46975163,,,6,3.91162527,222.72,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",45-54,male,2024-05-02,233,405,1.73819742,USD,8.55803098,"7-day click",1,8.55803098,0.24691358,409,21.1309407,2,,,2,1,,4.27901549,,4.27901549,,,,,,,,1,0.24691358,8.55803098,,,,,4,2.13950775,119.96,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",45-54,unknown,2024-05-02,5,7,1.4,USD,0.17953911,"7-day click",,,,7,25.6484445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",55-64,female,2024-05-02,899,1472,1.63737486,USD,45.8522942,"7-day click",10,4.58522942,0.67934783,1481,31.14965639,6,,,6,,,7.64204903,,7.64204903,,,,,,,,6,0.4076087,7.64204903,,,,,3,15.28409807,96.08,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",55-64,male,2024-05-02,410,715,1.74390244,USD,16.90659967,"7-day click",4,4.22664992,0.55944056,719,23.64559394,4,,,4,1,,4.22664992,,4.22664992,,,,,,,,3,0.41958042,5.63553322,,,,,1,16.90659967,39.99,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",55-64,unknown,2024-05-02,8,11,1.375,USD,0.43887338,"7-day click",,,,11,39.89758034,1,,,1,1,,0.43887338,,0.43887338,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",65+,female,2024-05-02,1316,2215,1.6831307,USD,82.10922033,"7-day click",30,2.73697401,1.35440181,2231,37.06962543,19,,,19,1,,4.32153791,,4.32153791,,,,,,,,18,0.81264108,4.56162335,3,27.36974011,,,26,3.15804694,889.74,1,82.10922033,209.91,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",65+,male,2024-05-02,663,1081,1.63046757,USD,39.1495007,"7-day click",12,3.26245839,1.11008326,1090,36.21600435,11,,,11,4,,3.55904552,,3.55904552,,,,,,,,7,0.64754857,5.59278581,,,,,9,4.34994452,328.24,,,,2024-04-01,2024-06-30
"DPA - All Products - Frame V2 - CP; DPA - All Products - Frame V1 - CP - Copy;...and 3 more ads",65+,unknown,2024-05-02,18,40,2.22222222,USD,1.0074139,"7-day click",1,1.0074139,2.5,40,25.18534759,1,,,1,,,1.0074139,,1.0074139,,,,,,,,1,2.5,1.0074139,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",18-24,female,2024-05-02,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",18-24,male,2024-05-02,2,2,1,USD,0.01999157,"7-day click",,,,2,9.99578592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",25-34,female,2024-05-02,11,13,1.18181818,USD,0.10995365,"7-day click",,,,13,8.45797271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",25-34,male,2024-05-02,6,6,1,USD,0.15993257,"7-day click",,,,6,26.65542913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",35-44,female,2024-05-02,38,76,2,USD,1.05955331,"7-day click",,,,76,13.9414909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",35-44,male,2024-05-02,17,32,1.88235294,USD,0.2099115,"7-day click",,,,32,6.55973451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",35-44,unknown,2024-05-02,1,7,7,USD,0.03998314,"7-day click",,,,7,5.71187767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",45-54,female,2024-05-02,74,106,1.43243243,USD,1.56933839,"7-day click",1,1.56933839,0.94339623,106,14.80507915,1,,,1,,,1.56933839,,1.56933839,,,,,,,,1,0.94339623,1.56933839,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",45-54,male,2024-05-02,48,74,1.54166667,USD,0.95959545,"7-day click",,,,74,12.96750606,1,,,1,1,,0.95959545,,0.95959545,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",45-54,unknown,2024-05-02,1,3,3,USD,,"7-day click",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,female,2024-05-02,114,165,1.44736842,USD,2.4889507,"7-day click",,,,166,15.08454967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,male,2024-05-02,103,161,1.5631068,USD,2.08911926,"7-day click",,,,162,12.97589601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,unknown,2024-05-02,3,4,1.33333333,USD,0.25989043,"7-day click",,,,4,64.97260851,,,,,,,,,,,,,,,,,,,,3,0.08663014,,,4,0.06497261,149.96,1,0.25989043,184.95,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,female,2024-05-02,232,348,1.5,USD,8.89624947,"7-day click",2,4.44812474,0.57471264,354,25.56393527,2,,,2,,,4.44812474,,4.44812474,,,,,,,,2,0.57471264,4.44812474,,,,,1,8.89624947,39.99,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,male,2024-05-02,158,307,1.94303797,USD,5.6076359,"7-day click",5,1.12152718,1.6286645,309,18.265915,5,,,5,,,1.12152718,,1.12152718,,,,,,,,5,1.6286645,1.12152718,,,,,2,2.80381795,189.94,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,unknown,2024-05-02,6,25,4.16666667,USD,0.24989465,"7-day click",,,,25,9.99578592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",18-24,female,2024-05-02,7,7,1,USD,0.19996021,"7-day click",,,,7,28.56574498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",18-24,male,2024-05-02,10,12,1.2,USD,0.40991844,"7-day click",,,,12,34.15987004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",18-24,unknown,2024-05-02,1,1,1,USD,0.01999602,"7-day click",,,,1,19.99602148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,female,2024-05-02,22,28,1.27272727,USD,0.49990054,"7-day click",2,0.24995027,7.14285714,28,17.85359061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,male,2024-05-02,32,35,1.09375,USD,0.65986871,"7-day click",,,,35,18.85339168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,unknown,2024-05-02,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,female,2024-05-02,69,95,1.37681159,USD,1.33973344,"7-day click",4,0.33493336,4.21052632,95,14.10245726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,male,2024-05-02,151,168,1.11258278,USD,2.55949075,"7-day click",7,0.36564154,4.16666667,168,15.23506399,1,,,1,,,2.55949075,,2.55949075,,,,,,,,1,0.5952381,2.55949075,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,unknown,2024-05-02,5,5,1,USD,0.03999204,"7-day click",,,,5,7.99840859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,female,2024-05-02,208,252,1.21153846,USD,3.64927392,"7-day click",5,0.72985478,1.98412698,255,14.48124572,2,,,2,,,1.82463696,,1.82463696,,,,,,,,2,0.79365079,1.82463696,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,male,2024-05-02,574,681,1.18641115,USD,10.34794112,"7-day click",8,1.29349264,1.17474302,683,15.19521456,2,,,2,,,5.17397056,,5.17397056,,,,,,,,2,0.29368576,5.17397056,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,unknown,2024-05-02,7,8,1.14285714,USD,0.11997613,"7-day click",,,,8,14.99701611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,female,2024-05-02,436,521,1.19495413,USD,11.76765864,"7-day click",35,0.33621882,6.71785029,521,22.58667686,15,,,15,3,1,0.78451058,,0.78451058,,,,,,,,11,2.11132438,1.06978715,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,male,2024-05-02,964,1113,1.15456432,USD,21.74567336,"7-day click",26,0.83637205,2.33602875,1117,19.53789161,13,,,13,1,,1.6727441,,1.6727441,,,,,,,,12,1.07816712,1.81213945,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,unknown,2024-05-02,4,7,1.75,USD,0.04999005,"7-day click",,,,7,7.14143624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,female,2024-05-02,598,694,1.16053512,USD,22.72547842,"7-day click",26,0.87405686,3.74639769,695,32.74564613,12,,,12,4,,1.89378987,,1.89378987,,,,,,,,8,1.15273775,2.8406848,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,male,2024-05-02,857,985,1.14935823,USD,24.11520191,"7-day click",39,0.61833851,3.95939086,987,24.48243849,24,,,24,2,,1.00480008,,1.00480008,,,,,,,,22,2.23350254,1.09614554,,,,,2,12.05760095,79.98,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,unknown,2024-05-02,12,21,1.75,USD,0.26994629,"7-day click",,,,21,12.85458524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",25-34,female,2024-05-02,2,2,1,USD,0.05900826,"7-day click",,,,2,29.50413223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",35-44,female,2024-05-02,2,3,1.5,USD,0.01966942,"7-day click",,,,3,6.55647383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",45-54,female,2024-05-02,4,4,1,USD,0.09834711,"7-day click",,,,4,24.58677686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",45-54,male,2024-05-02,2,2,1,USD,0.02950413,"7-day click",,,,2,14.75206612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",55-64,female,2024-05-02,10,13,1.3,USD,0.1868595,"7-day click",,,,13,14.37380801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",55-64,male,2024-05-02,4,6,1.5,USD,0.03933884,"7-day click",,,,6,6.55647383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,female,2024-05-02,8,8,1,USD,0.32454545,"7-day click",,,,8,40.56818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,male,2024-05-02,12,17,1.41666667,USD,0.43272727,"7-day click",2,0.21636364,11.76470588,18,25.45454545,1,,,1,,,0.43272727,,0.43272727,,,,,,,,1,5.88235294,0.43272727,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",18-24,female,2024-05-02,10,18,1.8,USD,0.42976189,"7-day click",,,,18,23.87566077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",18-24,male,2024-05-02,4,9,2.25,USD,0.30982834,"7-day click",,,,9,34.42537134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",25-34,female,2024-05-02,72,106,1.47222222,USD,1.68906419,"7-day click",1,1.68906419,0.94339623,106,15.9345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",25-34,male,2024-05-02,30,37,1.23333333,USD,0.88950718,"7-day click",,,,37,24.04073447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,female,2024-05-02,206,402,1.95145631,USD,6.09662221,"7-day click",2,3.04831111,0.49751244,402,15.1657269,1,,,1,1,,6.09662221,,6.09662221,,,,,,,,,,,,,,,1,6.09662221,29.99,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,male,2024-05-02,92,110,1.19565217,USD,1.59911402,"7-day click",1,1.59911402,0.90909091,111,14.53740021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,unknown,2024-05-02,4,4,1,USD,0.04997231,"7-day click",,,,4,12.49307831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,female,2024-05-02,634,959,1.5126183,USD,17.87009921,"7-day click",22,0.81227724,2.29405631,965,18.6340972,5,,,5,,,3.57401984,,3.57401984,,,,,,,,5,0.52137643,3.57401984,,,,,,,,1,17.87009921,44.94,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,male,2024-05-02,334,498,1.49101796,USD,8.01555904,"7-day click",4,2.00388976,0.80321285,499,16.09550008,2,,,2,,,4.00777952,,4.00777952,,,,,,,,2,0.40160643,4.00777952,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,unknown,2024-05-02,6,13,2.16666667,USD,0.3198228,"7-day click",,,,14,24.60175421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,female,2024-05-02,1036,1589,1.53378378,USD,38.73853722,"7-day click",23,1.68428423,1.44745123,1593,24.37919271,8,,,8,1,1,4.84231715,,4.84231715,,,,,,,,6,0.37759597,6.45642287,,,,,1,38.73853722,39.99,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,male,2024-05-02,560,932,1.66428571,USD,18.99947349,"7-day click",9,2.11105261,0.96566524,935,20.38570117,4,,,4,,,4.74986837,,4.74986837,,,,,,,,4,0.42918455,4.74986837,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,unknown,2024-05-02,10,15,1.5,USD,0.26985049,"7-day click",,,,15,17.99003276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,female,2024-05-02,1449,2364,1.63146998,USD,85.6725338,"7-day click",52,1.64754873,2.19966159,2377,36.24049653,23,,1,23,2,,3.72489277,,3.72489277,,,,,,,,20,0.84602369,4.28362669,2,42.8362669,,,10,8.56725338,369.9,2,42.8362669,219.93,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,male,2024-05-02,794,1248,1.57178841,USD,35.16051959,"7-day click",19,1.85055366,1.5224359,1250,28.17349326,7,,,7,,,5.02293137,,5.02293137,,,,,,,,7,0.56089744,5.02293137,,,,,,,,1,35.16051959,39.99,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,unknown,2024-05-02,22,23,1.04545455,USD,0.47973421,"7-day click",,,,24,20.858009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",18-24,female,2024-05-02,2,2,1,USD,0.07,"7-day click",,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",25-34,male,2024-05-02,2,2,1,USD,0.11,"7-day click",,,,2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,female,2024-05-02,8,12,1.5,USD,0.17,"7-day click",,,,12,14.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,male,2024-05-02,2,2,1,USD,,"7-day click",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,female,2024-05-02,18,24,1.33333333,USD,0.37,"7-day click",,,,24,15.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,male,2024-05-02,14,21,1.5,USD,0.24,"7-day click",,,,21,11.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
